amostras	ano	ensaio	repeticao	peak_1	trough_1	breakdown	final_visc	setback	peak_time	pasting_temp	umidade_percent
BGM-1482	2013	BR.BAG1.PT.13.NH1A	1	4728.00	1819.00	2909.00	2646.00	855.00	68.60	NA	NA
BGM-1482	2013	BR.BAG1.PT.13.NH1A	2	4618.00	1762.00	2856.00	2615.00	856.00	68.55	NA	NA
BGM-1484	2013	BR.BAG1.PT.13.NH1A	1	4125.00	1712.00	2413.00	2693.00	989.00	67.75	NA	NA
BGM-1484	2013	BR.BAG1.PT.13.NH1A	2	4166.00	1741.00	2425.00	2690.00	958.00	67.90	NA	NA
BGM-1487	2013	BR.BAG1.PT.13.NH1A	1	4909.00	1639.00	3270.00	3234.00	1686.00	66.95	NA	NA
BGM-1487	2013	BR.BAG1.PT.13.NH1A	2	5203.50	1547.00	3656.50	3316.50	1792.00	64.53	NA	NA
BGM-1488	2013	BR.BAG1.PT.13.NH1A	2	4723.00	1652.00	3071.00	2671.00	1073.00	70.20	NA	NA
BGM-1489	2013	BR.BAG1.PT.13.NH1A	1	4387.00	1670.00	2717.00	2437.00	767.00	71.00	NA	NA
BGM-1489	2013	BR.BAG1.PT.13.NH1A	2	4235.00	1644.00	2591.00	2364.00	720.00	71.15	NA	NA
BGM-1491	2013	BR.BAG1.PT.13.NH1A	1	4727.00	1557.00	3170.00	2925.00	1368.00	70.20	NA	NA
BGM-1491	2013	BR.BAG1.PT.13.NH1A	2	4580.00	1549.00	3031.00	2811.00	1262.00	70.20	NA	NA
BGM-1494	2013	BR.BAG1.PT.13.NH1A	1	5600.00	1993.00	3607.00	3731.00	1740.00	69.40	NA	NA
BGM-1494	2013	BR.BAG1.PT.13.NH1A	2	5424.00	1805.00	3619.00	3589.00	1813.00	67.80	NA	NA
BGM-1495	2013	BR.BAG1.PT.13.NH1A	1	4697.00	1546.00	3151.00	2995.00	1449.00	70.40	NA	NA
BGM-1495	2013	BR.BAG1.PT.13.NH1A	2	4814.00	1592.00	3222.00	3092.00	1500.00	70.25	NA	NA
BGM-1496	2013	BR.BAG1.PT.13.NH1A	1	4857.00	1675.00	3182.00	2767.00	1092.00	69.35	NA	NA
BGM-1496	2013	BR.BAG1.PT.13.NH1A	2	4783.00	1648.00	3135.00	2736.00	1088.00	68.55	NA	NA
BGM-1497	2013	BR.BAG1.PT.13.NH1A	1	4632.00	1615.00	3017.00	2682.00	1069.00	69.35	NA	NA
BGM-1497	2013	BR.BAG1.PT.13.NH1A	2	4554.00	1615.00	2939.00	2698.00	1083.00	68.50	NA	NA
BGM-1498	2013	BR.BAG1.PT.13.NH1A	2	4956.00	1915.00	3041.00	3026.00	1124.00	71.95	NA	NA
BGM-1499	2013	BR.BAG1.PT.13.NH1A	2	5097.00	1789.00	3308.00	2926.00	1150.00	72.80	NA	NA
BGM-1502	2013	BR.BAG1.PT.13.NH1A	2	5365.00	1891.00	3474.00	3047.00	1163.00	71.95	NA	NA
BGM-1503	2013	BR.BAG1.PT.13.NH1A	1	4888.00	1729.00	3159.00	2936.00	1264.00	69.40	NA	NA
BGM-1503	2013	BR.BAG1.PT.13.NH1A	2	4986.50	1921.00	3065.50	3161.00	1317.00	70.65	NA	NA
BGM-1508	2013	BR.BAG1.PT.13.NH1A	1	4860.00	1882.00	2978.00	3342.00	1460.00	67.80	NA	NA
BGM-1508	2013	BR.BAG1.PT.13.NH1A	2	4813.00	1933.00	2880.00	3267.00	1356.00	68.55	NA	NA
BGM-1512	2013	BR.BAG1.PT.13.NH1A	1	4551.00	1659.00	2892.00	2722.00	1063.00	71.10	NA	NA
BGM-1512	2013	BR.BAG1.PT.13.NH1A	2	4621.00	1661.00	2960.00	2752.00	1091.00	71.90	NA	NA
BGM-1513	2013	BR.BAG1.PT.13.NH1A	1	4027.00	1469.00	2558.00	2716.00	1247.00	68.55	NA	NA
BGM-1513	2013	BR.BAG1.PT.13.NH1A	2	4086.00	1435.00	2651.00	2736.00	1301.00	68.60	NA	NA
BGM-1515	2013	BR.BAG1.PT.13.NH1A	1	5187.00	1533.33	3653.67	2919.00	1424.33	68.58	NA	NA
BGM-1515	2013	BR.BAG1.PT.13.NH1A	2	4874.33	1396.33	3478.00	3162.00	1811.00	67.82	NA	NA
BGM-1516	2013	BR.BAG1.PT.13.NH1A	1	5559.00	1556.00	4003.00	2464.00	909.00	68.55	NA	NA
BGM-1516	2013	BR.BAG1.PT.13.NH1A	2	5458.00	1526.00	3932.00	2432.00	906.00	68.65	NA	NA
BGM-1517	2013	BR.BAG1.PT.13.NH1A	1	4639.00	1465.00	3174.00	3034.00	1569.00	69.40	NA	NA
BGM-1517	2013	BR.BAG1.PT.13.NH1A	2	4689.00	1477.00	3212.00	3015.00	1538.00	70.30	NA	NA
BGM-1518	2013	BR.BAG1.PT.13.NH1A	1	4950.00	1634.00	3316.00	3276.50	1736.00	68.53	NA	NA
BGM-1518	2013	BR.BAG1.PT.13.NH1A	2	4885.67	1731.33	3154.33	3084.33	1400.00	68.82	NA	NA
BGM-1520	2013	BR.BAG1.PT.13.NH1A	2	4990.00	1880.00	3110.00	3071.00	1233.00	72.80	NA	NA
BGM-1521	2013	BR.BAG1.PT.13.NH1A	1	5413.00	1605.00	3808.00	2529.00	924.00	70.15	NA	NA
BGM-1521	2013	BR.BAG1.PT.13.NH1A	2	5389.00	1598.00	3791.00	2491.00	894.00	69.30	NA	NA
BGM-1535	2013	BR.BAG1.PT.13.NH1A	2	5185.00	1871.00	3314.00	3175.00	1362.00	71.95	NA	NA
BGM-1537	2013	BR.BAG1.PT.13.NH1A	1	4968.00	1538.00	3430.00	2630.00	1092.00	71.85	NA	NA
BGM-1537	2013	BR.BAG1.PT.13.NH1A	2	4888.00	1518.00	3370.00	2646.00	1128.00	72.70	NA	NA
BGM-1543	2013	BR.BAG1.PT.13.NH1A	1	4853.00	1872.00	2981.00	2987.00	1118.00	70.15	NA	NA
BGM-1543	2013	BR.BAG1.PT.13.NH1A	2	4886.00	1885.00	3001.00	2963.00	1078.00	70.20	NA	NA
BGM-1545	2013	BR.BAG1.PT.13.NH1A	1	4911.00	1716.00	3195.00	3014.00	1344.00	68.60	NA	NA
BGM-1545	2013	BR.BAG1.PT.13.NH1A	2	4864.00	1711.00	3153.00	2971.00	1276.00	68.65	NA	NA
BGM-1547	2013	BR.BAG1.PT.13.NH1A	1	6048.00	1485.00	4563.00	3412.00	1971.00	65.45	NA	NA
BGM-1547	2013	BR.BAG1.PT.13.NH1A	2	6005.00	1039.00	4966.00	3415.00	2447.00	65.45	NA	NA
BGM-1549	2013	BR.BAG1.PT.13.NH1A	1	4941.00	1959.00	2982.00	2798.00	881.00	68.60	NA	NA
BGM-1549	2013	BR.BAG1.PT.13.NH1A	2	5001.00	1996.00	3005.00	3034.50	1050.50	70.23	NA	NA
BGM-1560	2013	BR.BAG1.PT.13.NH1A	1	5475.00	1853.00	3622.00	3637.00	1785.00	67.65	NA	NA
BGM-1560	2013	BR.BAG1.PT.13.NH1A	2	5357.00	1892.00	3465.00	3537.00	1672.00	68.55	NA	NA
BGM-1566	2013	BR.BAG1.PT.13.NH1A	2	5761.00	2043.00	3718.00	3578.00	1621.00	69.25	NA	NA
BGM-1569	2013	BR.BAG1.PT.13.NH1A	1	4675.00	1669.00	3006.00	3338.00	1704.00	68.55	NA	NA
BGM-1569	2013	BR.BAG1.PT.13.NH1A	2	4510.00	1790.00	2720.00	3221.00	1510.00	68.60	NA	NA
BGM-1576	2013	BR.BAG1.PT.13.NH1A	1	3888.00	1366.00	2522.00	2706.00	1340.00	70.95	NA	NA
BGM-1576	2013	BR.BAG1.PT.13.NH1A	2	3931.00	1391.00	2540.00	2702.00	1311.00	71.00	NA	NA
BGM-1579	2013	BR.BAG1.PT.13.NH1A	1	5235.00	1648.00	3587.00	2776.00	1130.00	70.25	NA	NA
BGM-1579	2013	BR.BAG1.PT.13.NH1A	2	5253.00	1650.00	3603.00	2759.00	1109.00	70.25	NA	NA
BGM-1583	2013	BR.BAG1.PT.13.NH1A	1	5721.00	2010.00	3711.00	3235.00	1250.00	70.10	NA	NA
BGM-1583	2013	BR.BAG1.PT.13.NH1A	2	5738.00	2010.00	3728.00	3239.00	1229.00	70.15	NA	NA
BGM-1584	2013	BR.BAG1.PT.13.NH1A	1	5151.00	1636.00	3515.00	2733.00	1097.00	69.45	NA	NA
BGM-1584	2013	BR.BAG1.PT.13.NH1A	2	5164.00	1638.00	3526.00	2719.00	1082.00	69.40	NA	NA
BGM-1586	2013	BR.BAG1.PT.13.NH1A	1	4297.00	1691.00	2606.00	3163.00	1543.00	69.30	NA	NA
BGM-1586	2013	BR.BAG1.PT.13.NH1A	2	4246.00	1636.00	2610.00	3032.00	1474.00	69.35	NA	NA
BGM-1590	2013	BR.BAG1.PT.13.NH1A	1	4592.00	1252.00	3340.00	2327.00	1075.00	67.75	NA	NA
BGM-1590	2013	BR.BAG1.PT.13.NH1A	2	4627.00	1290.00	3337.00	2377.00	1087.00	67.85	NA	NA
BGM-1596	2013	BR.BAG1.PT.13.NH1A	1	5481.00	1811.00	3670.00	2966.00	1176.00	69.40	NA	NA
BGM-1596	2013	BR.BAG1.PT.13.NH1A	2	5604.00	1847.00	3757.00	3006.00	1159.00	69.35	NA	NA
BGM-1599	2013	BR.BAG1.PT.13.NH1A	2	4987.00	1945.00	3042.00	3289.00	1448.00	71.15	NA	NA
BGM-1601	2013	BR.BAG1.PT.13.NH1A	2	5007.00	1828.00	3179.00	3180.00	1456.00	72.80	NA	NA
BGM-1602	2013	BR.BAG1.PT.13.NH1A	1	4930.00	1407.00	3523.00	3181.00	1835.00	67.70	NA	NA
BGM-1602	2013	BR.BAG1.PT.13.NH1A	2	5013.00	1618.00	3395.00	3157.00	1571.00	68.55	NA	NA
BGM-1604	2013	BR.BAG1.PT.13.NH1A	1	4525.00	1518.00	3007.00	2532.00	1022.00	70.20	NA	NA
BGM-1604	2013	BR.BAG1.PT.13.NH1A	2	4464.00	1525.00	2939.00	2528.00	1023.00	69.40	NA	NA
BGM-1605	2013	BR.BAG1.PT.13.NH1A	1	4240.00	1386.00	2854.00	2446.00	1060.00	71.10	NA	NA
BGM-1605	2013	BR.BAG1.PT.13.NH1A	2	4214.00	1397.00	2817.00	2443.00	1047.00	71.80	NA	NA
BGM-1607	2013	BR.BAG1.PT.13.NH1A	1	5335.00	2014.00	3321.00	3591.00	1603.00	67.05	NA	NA
BGM-1607	2013	BR.BAG1.PT.13.NH1A	2	5031.00	1825.00	3206.00	3406.00	1651.00	67.10	NA	NA
BGM-1608	2013	BR.BAG1.PT.13.NH1A	1	5041.00	1760.00	3281.00	3090.00	1340.00	70.10	NA	NA
BGM-1608	2013	BR.BAG1.PT.13.NH1A	2	5122.00	1806.00	3316.00	3097.00	1292.00	71.00	NA	NA
BGM-1609	2013	BR.BAG1.PT.13.NH1A	1	4928.00	1192.00	3736.00	1870.00	678.00	69.30	NA	NA
BGM-1609	2013	BR.BAG1.PT.13.NH1A	2	4996.00	1169.00	3827.00	1840.00	675.00	69.40	NA	NA
BGM-1610	2013	BR.BAG1.PT.13.NH1A	2	5363.00	2209.00	3154.00	3602.00	1545.00	70.20	NA	NA
BGM-1611	2013	BR.BAG1.PT.13.NH1A	2	5417.00	861.00	4556.00	1248.00	390.00	68.55	NA	NA
BGM-1615	2013	BR.BAG1.PT.13.NH1A	1	4519.00	1254.00	3265.00	1982.00	728.00	71.90	NA	NA
BGM-1615	2013	BR.BAG1.PT.13.NH1A	2	4497.00	1245.00	3252.00	1953.00	708.00	71.10	NA	NA
BGM-1619	2013	BR.BAG1.PT.13.NH1A	1	4640.00	1555.50	3084.50	2859.00	1304.50	69.40	NA	NA
BGM-1619	2013	BR.BAG1.PT.13.NH1A	2	4611.00	1590.50	3020.50	2870.00	1310.00	69.43	NA	NA
BGM-1621	2013	BR.BAG1.PT.13.NH1A	1	5052.00	1469.00	3583.00	3208.00	1752.00	69.40	NA	NA
BGM-1621	2013	BR.BAG1.PT.13.NH1A	2	4976.00	1170.00	3806.00	3189.00	2084.00	67.80	NA	NA
BGM-1622	2013	BR.BAG1.PT.13.NH1A	1	4240.00	1454.00	2786.00	2888.00	1544.00	70.95	NA	NA
BGM-1622	2013	BR.BAG1.PT.13.NH1A	2	4760.50	1740.00	3020.50	3156.00	1441.00	71.08	NA	NA
BGM-1626	2013	BR.BAG1.PT.13.NH1A	1	4871.00	1707.00	3164.00	2860.00	1159.00	66.30	NA	NA
BGM-1626	2013	BR.BAG1.PT.13.NH1A	2	5065.00	1562.00	3503.00	2877.00	1344.00	66.25	NA	NA
BGM-1628	2013	BR.BAG1.PT.13.NH1A	1	5532.00	1862.00	3670.00	3104.00	1253.00	70.15	NA	NA
BGM-1628	2013	BR.BAG1.PT.13.NH1A	2	5488.00	1865.00	3623.00	3141.00	1276.00	70.25	NA	NA
BGM-1629	2013	BR.BAG1.PT.13.NH1A	2	5090.00	1996.00	3094.00	3169.00	1173.00	70.20	NA	NA
BGM-1631	2013	BR.BAG1.PT.13.NH1A	2	5175.00	1964.00	3211.00	3046.00	1115.00	71.95	NA	NA
BGM-1633	2013	BR.BAG1.PT.13.NH1A	1	5313.00	1790.00	3523.00	2979.00	1196.00	69.30	NA	NA
BGM-1633	2013	BR.BAG1.PT.13.NH1A	2	5285.00	1767.00	3518.00	2898.00	1133.00	69.35	NA	NA
BGM-1634	2013	BR.BAG1.PT.13.NH1A	1	5083.00	1518.00	3565.00	2710.00	1197.00	69.45	NA	NA
BGM-1634	2013	BR.BAG1.PT.13.NH1A	2	4938.00	1510.00	3428.00	2739.00	1239.00	69.40	NA	NA
BGM-1635	2013	BR.BAG1.PT.13.NH1A	2	5193.00	2099.00	3094.00	3334.00	1287.00	72.80	NA	NA
BGM-1637	2013	BR.BAG1.PT.13.NH1A	1	4987.00	1567.00	3420.00	2118.00	562.00	67.00	NA	NA
BGM-1637	2013	BR.BAG1.PT.13.NH1A	2	5372.50	1953.00	3419.50	2807.00	976.50	68.65	NA	NA
BGM-1638	2013	BR.BAG1.PT.13.NH1A	2	5210.00	1848.00	3362.00	3217.00	1385.00	70.20	NA	NA
BGM-1639	2013	BR.BAG1.PT.13.NH1A	1	4774.00	1568.00	3206.00	2676.00	1108.00	71.90	NA	NA
BGM-1639	2013	BR.BAG1.PT.13.NH1A	2	4714.00	1545.00	3169.00	2649.00	1104.00	71.00	NA	NA
BGM-1640	2013	BR.BAG1.PT.13.NH1A	1	4945.00	1659.00	3286.00	2522.00	863.00	68.60	NA	NA
BGM-1640	2013	BR.BAG1.PT.13.NH1A	2	4981.00	1664.00	3317.00	2568.00	904.00	68.65	NA	NA
BGM-1643	2013	BR.BAG1.PT.13.NH1A	1	5235.00	1841.00	3394.00	2803.00	981.00	67.75	NA	NA
BGM-1643	2013	BR.BAG1.PT.13.NH1A	2	5150.50	1779.50	3371.00	2693.00	938.00	69.83	NA	NA
BGM-1645	2013	BR.BAG1.PT.13.NH1A	2	4426.00	1631.00	2795.00	2608.00	998.00	71.15	NA	NA
BGM-1646	2013	BR.BAG1.PT.13.NH1A	1	4215.00	1468.00	2747.00	2508.00	1040.00	71.00	NA	NA
BGM-1646	2013	BR.BAG1.PT.13.NH1A	2	4087.00	1482.00	2605.00	2514.00	1032.00	71.00	NA	NA
BGM-1649	2013	BR.BAG1.PT.13.NH1A	2	4655.00	1659.00	2996.00	2479.00	820.00	73.55	NA	NA
BGM-1655	2013	BR.BAG1.PT.13.NH1A	1	4635.00	1605.00	3030.00	2697.00	1092.00	71.10	NA	NA
BGM-1655	2013	BR.BAG1.PT.13.NH1A	2	4638.00	1591.00	3047.00	2679.00	1088.00	70.90	NA	NA
BGM-1656	2013	BR.BAG1.PT.13.NH1A	2	5230.00	2072.00	3158.00	3501.00	1443.00	71.15	NA	NA
BGM-1657	2013	BR.BAG1.PT.13.NH1A	2	5479.00	1820.00	3659.00	2939.00	1125.00	71.95	NA	NA
BGM-1658	2013	BR.BAG1.PT.13.NH1A	2	5187.00	1913.00	3274.00	2980.00	1077.00	71.15	NA	NA
BGM-1660	2013	BR.BAG1.PT.13.NH1A	1	3770.00	1529.00	2241.00	2847.00	1383.00	67.75	NA	NA
BGM-1660	2013	BR.BAG1.PT.13.NH1A	2	4094.00	1740.00	2354.00	2759.00	1072.50	70.65	NA	NA
BGM-1662	2013	BR.BAG1.PT.13.NH1A	1	5570.00	1675.00	3895.00	2910.00	1236.00	70.35	NA	NA
BGM-1662	2013	BR.BAG1.PT.13.NH1A	2	5500.00	1705.00	3795.00	2846.00	1164.00	71.05	NA	NA
BGM-1667	2013	BR.BAG1.PT.13.NH1A	1	4898.00	1538.33	3359.67	3145.67	1607.33	70.75	NA	NA
BGM-1667	2013	BR.BAG1.PT.13.NH1A	2	4942.33	1547.00	3395.33	3082.33	1535.33	70.72	NA	NA
BGM-1668	2013	BR.BAG1.PT.13.NH1A	2	4791.00	1940.00	2851.00	2896.00	978.00	72.80	NA	NA
BGM-1669	2013	BR.BAG1.PT.13.NH1A	1	4815.50	1606.50	3209.00	2593.50	993.00	70.63	NA	NA
BGM-1669	2013	BR.BAG1.PT.13.NH1A	2	4854.50	1604.00	3250.50	2599.50	1004.00	70.63	NA	NA
BGM-1670	2013	BR.BAG1.PT.13.NH1A	1	5327.00	1913.00	3414.00	3075.00	1171.00	71.00	NA	NA
BGM-1670	2013	BR.BAG1.PT.13.NH1A	2	5271.00	1843.00	3428.00	3068.00	1241.00	70.25	NA	NA
BGM-1671	2013	BR.BAG1.PT.13.NH1A	1	5135.00	1638.00	3497.00	2812.00	1174.00	70.15	NA	NA
BGM-1671	2013	BR.BAG1.PT.13.NH1A	2	5101.00	1645.00	3456.00	2837.00	1192.00	70.25	NA	NA
BGM-1672	2013	BR.BAG1.PT.13.NH1A	1	4612.00	1392.00	3220.00	2484.00	1094.00	70.25	NA	NA
BGM-1672	2013	BR.BAG1.PT.13.NH1A	2	4539.00	1409.00	3130.00	2481.00	1079.00	70.25	NA	NA
BGM-1674	2013	BR.BAG1.PT.13.NH1A	1	4596.00	1058.00	3538.00	1665.00	610.00	68.60	NA	NA
BGM-1674	2013	BR.BAG1.PT.13.NH1A	2	4614.00	1073.00	3541.00	1711.00	643.00	68.65	NA	NA
BGM-1675	2013	BR.BAG1.PT.13.NH1A	1	5501.00	1829.00	3672.00	2580.00	751.00	70.25	NA	NA
BGM-1675	2013	BR.BAG1.PT.13.NH1A	2	5248.00	1714.00	3534.00	2553.00	857.00	69.35	NA	NA
BGM-1679	2013	BR.BAG1.PT.13.NH1A	2	5167.00	2042.00	3125.00	3129.00	1110.00	71.95	NA	NA
BGM-1680	2013	BR.BAG1.PT.13.NH1A	1	4605.00	1576.00	3029.00	2721.00	1157.00	70.20	NA	NA
BGM-1680	2013	BR.BAG1.PT.13.NH1A	2	4687.00	1605.00	3082.00	2847.00	1252.00	71.10	NA	NA
BGM-1681	2013	BR.BAG1.PT.13.NH1A	2	4896.00	1839.00	3057.00	2774.00	946.00	72.80	NA	NA
BGM-1683	2013	BR.BAG1.PT.13.NH1A	1	5427.00	1666.00	3761.00	2980.00	1319.00	68.50	NA	NA
BGM-1683	2013	BR.BAG1.PT.13.NH1A	2	5374.00	1694.00	3680.00	3006.00	1327.00	69.40	NA	NA
BGM-1684	2013	BR.BAG1.PT.13.NH1A	1	5334.00	1837.00	3497.00	2755.00	942.00	68.50	NA	NA
BGM-1684	2013	BR.BAG1.PT.13.NH1A	2	5447.50	2472.50	2975.00	3518.50	1162.00	69.80	NA	NA
BGM-1688	2013	BR.BAG1.PT.13.NH1A	1	4883.00	1567.00	3316.00	2587.00	1025.00	70.25	NA	NA
BGM-1688	2013	BR.BAG1.PT.13.NH1A	2	4966.00	1607.00	3359.00	2634.00	1039.00	70.25	NA	NA
BGM-1690	2013	BR.BAG1.PT.13.NH1A	1	4597.00	1437.00	3160.00	3033.00	1596.00	70.20	NA	NA
BGM-1690	2013	BR.BAG1.PT.13.NH1A	2	4768.00	1458.00	3310.00	2964.00	1506.00	70.20	NA	NA
BGM-1691	2013	BR.BAG1.PT.13.NH1A	1	5096.00	1968.00	3128.00	3060.00	1135.00	67.05	NA	NA
BGM-1691	2013	BR.BAG1.PT.13.NH1A	2	5063.00	1961.00	3102.00	3071.00	1129.00	66.15	NA	NA
BGM-1692	2013	BR.BAG1.PT.13.NH1A	1	5278.00	1964.00	3314.00	3443.00	1595.00	68.98	NA	NA
BGM-1692	2013	BR.BAG1.PT.13.NH1A	2	6335.50	2223.50	4112.00	3642.00	1493.00	68.60	NA	NA
BGM-1696	2013	BR.BAG1.PT.13.NH1A	1	4607.00	1556.00	3051.00	2384.00	828.00	67.00	NA	NA
BGM-1696	2013	BR.BAG1.PT.13.NH1A	2	4449.00	1526.00	2923.00	2349.00	823.00	67.10	NA	NA
BGM-1698	2013	BR.BAG1.PT.13.NH1A	1	4180.00	1428.00	2752.00	2777.00	1349.00	73.45	NA	NA
BGM-1698	2013	BR.BAG1.PT.13.NH1A	2	4201.00	1400.00	2801.00	2826.00	1426.00	73.40	NA	NA
BGM-1699	2013	BR.BAG1.PT.13.NH1A	1	4384.00	1369.00	3015.00	2477.00	1108.00	70.25	NA	NA
BGM-1699	2013	BR.BAG1.PT.13.NH1A	2	4305.00	1358.00	2947.00	2496.00	1138.00	70.30	NA	NA
BGM-1700	2013	BR.BAG1.PT.13.NH1A	2	5109.00	1806.00	3303.00	2535.00	746.00	70.20	NA	NA
BGM-1703	2013	BR.BAG1.PT.13.NH1A	1	4131.00	1274.00	2857.00	2032.00	761.00	69.40	NA	NA
BGM-1703	2013	BR.BAG1.PT.13.NH1A	2	4115.00	1266.00	2849.00	2048.00	783.00	69.40	NA	NA
BGM-1704	2013	BR.BAG1.PT.13.NH1A	1	5216.67	1592.33	3624.33	2876.33	1284.33	70.17	NA	NA
BGM-1704	2013	BR.BAG1.PT.13.NH1A	2	5317.33	1538.67	3778.67	2896.33	1358.00	70.23	NA	NA
BGM-1705	2013	BR.BAG1.PT.13.NH1A	1	5533.00	1734.00	3799.00	2876.00	1151.00	67.85	NA	NA
BGM-1705	2013	BR.BAG1.PT.13.NH1A	2	5523.00	1711.00	3812.00	2854.00	1146.00	67.90	NA	NA
BGM-1706	2013	BR.BAG1.PT.13.NH1A	1	4498.00	1544.00	2954.00	2627.00	1088.00	72.97	NA	NA
BGM-1706	2013	BR.BAG1.PT.13.NH1A	2	4435.33	1497.67	2937.67	2515.67	1021.00	71.83	NA	NA
BGM-1707	2013	BR.BAG1.PT.13.NH1A	1	5059.00	1871.00	3188.00	3174.00	1351.00	66.25	NA	NA
BGM-1707	2013	BR.BAG1.PT.13.NH1A	2	5062.00	1831.00	3231.00	3132.00	1363.00	66.20	NA	NA
BGM-1710	2013	BR.BAG1.PT.13.NH1A	1	5473.00	1284.00	4189.00	1976.00	693.00	67.80	NA	NA
BGM-1710	2013	BR.BAG1.PT.13.NH1A	2	5118.00	1228.00	3890.00	1914.00	686.00	67.75	NA	NA
BGM-1711	2013	BR.BAG1.PT.13.NH1A	1	4479.00	1686.00	2793.00	2305.00	665.00	70.30	NA	NA
BGM-1711	2013	BR.BAG1.PT.13.NH1A	2	4258.00	1555.00	2703.00	2257.00	707.00	69.45	NA	NA
BGM-1715	2013	BR.BAG1.PT.13.NH1A	1	5132.00	1485.33	3646.67	2878.67	1394.33	71.35	NA	NA
BGM-1715	2013	BR.BAG1.PT.13.NH1A	2	5073.67	1455.33	3618.33	2909.33	1462.00	71.57	NA	NA
BGM-1716	2013	BR.BAG1.PT.13.NH1A	2	5167.00	2087.00	3080.00	3213.00	1382.00	70.20	NA	NA
BGM-1721	2013	BR.BAG1.PT.13.NH1A	2	4906.00	2110.00	2796.00	3430.00	1485.00	70.20	NA	NA
BGM-1722	2013	BR.BAG1.PT.13.NH1A	1	4350.00	1504.00	2846.00	2641.00	1137.00	72.60	NA	NA
BGM-1722	2013	BR.BAG1.PT.13.NH1A	2	4388.00	1517.00	2871.00	2617.00	1100.00	72.55	NA	NA
BGM-1723	2013	BR.BAG1.PT.13.NH1A	1	5833.00	1856.00	3977.00	3121.00	1265.00	70.90	NA	NA
BGM-1723	2013	BR.BAG1.PT.13.NH1A	2	5729.00	1832.00	3897.00	3128.00	1308.00	70.15	NA	NA
BGM-1724	2013	BR.BAG1.PT.13.NH1A	1	5464.00	1835.00	3629.00	2945.00	1110.00	69.40	NA	NA
BGM-1724	2013	BR.BAG1.PT.13.NH1A	2	5451.00	1832.00	3619.00	2993.00	1161.00	69.40	NA	NA
BGM-1728	2013	BR.BAG1.PT.13.NH1A	1	4570.60	1618.80	2951.80	2806.00	1199.80	71.74	NA	NA
BGM-1728	2013	BR.BAG1.PT.13.NH1A	2	4723.40	1634.40	3089.00	2833.40	1214.80	71.33	NA	NA
BGM-1729	2013	BR.BAG1.PT.13.NH1A	1	4706.00	1733.50	2972.50	3184.00	1497.00	67.83	NA	NA
BGM-1729	2013	BR.BAG1.PT.13.NH1A	2	4738.50	1696.00	3042.50	3171.00	1562.50	67.83	NA	NA
BGM-1730	2013	BR.BAG1.PT.13.NH1A	1	4355.00	1713.00	2642.00	3001.00	1288.00	71.85	NA	NA
BGM-1730	2013	BR.BAG1.PT.13.NH1A	2	4372.00	1766.00	2606.00	3032.00	1276.00	71.90	NA	NA
BGM-1733	2013	BR.BAG1.PT.13.NH1A	1	4326.00	1471.00	2855.00	2111.00	653.00	67.75	NA	NA
BGM-1733	2013	BR.BAG1.PT.13.NH1A	2	4688.00	1447.00	3241.00	2133.00	704.50	68.98	NA	NA
BGM-1734	2013	BR.BAG1.PT.13.NH1A	1	4596.00	1711.00	2885.00	2359.00	650.00	68.50	NA	NA
BGM-1734	2013	BR.BAG1.PT.13.NH1A	2	4429.00	1502.00	2927.00	2077.00	584.50	69.85	NA	NA
BGM-1737	2013	BR.BAG1.PT.13.NH1A	2	4571.00	1717.00	2854.00	2490.00	776.00	71.95	NA	NA
BGM-1738	2013	BR.BAG1.PT.13.NH1A	1	4752.00	1506.00	3246.00	2568.00	1074.00	71.10	NA	NA
BGM-1738	2013	BR.BAG1.PT.13.NH1A	2	4686.00	1484.00	3202.00	2556.00	1072.00	71.90	NA	NA
BGM-1742	2013	BR.BAG2.PT.13.PP1	1	4304.00	1845.00	2459.00	2837.00	1053.00	71.50	NA	NA
BGM-1742	2013	BR.BAG2.PT.13.PP1	2	4328.00	1828.00	2500.00	2849.50	1048.50	70.60	NA	NA
BGM-1746	2013	BR.BAG2.PT.13.PP1	1	3929.00	1457.00	2472.00	2374.00	922.00	71.80	NA	NA
BGM-1746	2013	BR.BAG2.PT.13.PP1	2	3793.00	1437.00	2356.00	2346.00	909.00	71.90	NA	NA
BGM-1747	2013	BR.BAG2.PT.13.PP1	1	4487.00	1411.00	3076.00	2291.00	898.00	69.45	NA	NA
BGM-1747	2013	BR.BAG2.PT.13.PP1	2	4402.00	1402.00	3000.00	2236.00	845.00	69.40	NA	NA
BGM-1750	2013	BR.BAG2.PT.13.PP1	1	5985.00	2294.00	3691.00	3746.00	1571.00	68.55	NA	NA
BGM-1750	2013	BR.BAG2.PT.13.PP1	2	6145.00	2248.00	3897.00	3820.00	1761.00	69.40	NA	NA
BGM-1755	2013	BR.BAG2.PT.13.PP1	1	4776.00	1662.00	3114.00	2780.00	1118.00	68.75	NA	NA
BGM-1755	2013	BR.BAG2.PT.13.PP1	2	4803.00	1623.00	3180.00	2751.00	1128.00	68.65	NA	NA
BGM-1756	2013	BR.BAG2.PT.13.PP1	1	4749.00	1639.00	3110.00	2512.00	881.00	69.45	NA	NA
BGM-1756	2013	BR.BAG2.PT.13.PP1	2	4597.00	1639.00	2958.00	2507.00	878.00	69.55	NA	NA
