"","amostras","ano","ensaio","repeticao","peak_1","trough_1","breakdown","final_visc","setback","peak_time","pasting_temp","umidade_percent"
"1433","BGM0635","2012","BR.BAG1.PT.12.EA1","1",4644.5,1616,3028.5,2320.5,739.5,69.4,NA,NA
"1434","BGM0635","2012","BR.BAG1.PT.12.EA1","2",4636,1606.5,3029.5,2317.5,744.5,68.575,NA,NA
"1435","BGM0636","2012","BR.BAG1.PT.12.EA1","1",4337,1520,2817,2529,1009,69.45,NA,NA
"1436","BGM0636","2012","BR.BAG1.PT.12.EA1","2",4343,1537,2806,2656,1119,70.2,NA,NA
"1437","BGM0637","2012","BR.BAG1.PT.12.EA1","1",5009,2041,2968,2972,951,71.1,NA,NA
"1438","BGM0637","2012","BR.BAG1.PT.12.EA1","2",4947,2037,2910,3059,1190,71.1,NA,NA
"1439","BGM0638","2012","BR.BAG1.PT.12.EA1","1",5092,1691,3401,2380,689,70.2,NA,NA
"1440","BGM0638","2012","BR.BAG1.PT.12.EA1","2",5075,1721,3354,2433,712,71.05,NA,NA
"1441","BGM0639","2012","BR.BAG1.PT.12.EA1","1",4162,1533,2629,2070,559,71,NA,NA
"1442","BGM0639","2012","BR.BAG1.PT.12.EA1","2",4175,1503,2672,2047,557,70.95,NA,NA
"1443","BGM0640","2012","BR.BAG1.PT.12.EA1","1",4888,1944,2944,2742,798,71.05,NA,NA
"1444","BGM0640","2012","BR.BAG1.PT.12.EA1","2",4848,1897,2951,2728,831,70.2,NA,NA
"1445","BGM0642","2012","BR.BAG1.PT.12.EA1","1",4399,1472,2927,2628,1156,71.05,NA,NA
"1446","BGM0642","2012","BR.BAG1.PT.12.EA1","2",4475,1495,2980,2638,1143,71,NA,NA
"1447","BGM0645","2012","BR.BAG1.PT.12.EA1","1",4747,1660,3087,2543,979,70.15,NA,NA
"1448","BGM0645","2012","BR.BAG1.PT.12.EA1","2",4672,1645,3027,2558,1021,70.25,NA,NA
"1449","BGM0647","2012","BR.BAG1.PT.12.EA1","1",4593,1773,2820,2528,819,71,NA,NA
"1450","BGM0647","2012","BR.BAG1.PT.12.EA1","2",4524,1764,2760,2528,820,71.05,NA,NA
"1451","BGM0649","2012","BR.BAG1.PT.12.EA1","1",4772,1961,2811,3146,1261,71,NA,NA
"1452","BGM0649","2012","BR.BAG1.PT.12.EA1","2",4808,1994,2814,3192,1211,71.65,NA,NA
"1453","BGM0650","2012","BR.BAG1.PT.12.EA1","1",4550,1682.5,2867.5,2525,891,71.45,NA,NA
"1454","BGM0650","2012","BR.BAG1.PT.12.EA1","2",4680,1726.5,2953.5,2557,851,71.725,NA,NA
"1455","BGM0652","2012","BR.BAG1.PT.12.EA1","1",4812,2040,2772,2760,747,71,NA,NA
"1456","BGM0652","2012","BR.BAG1.PT.12.EA1","2",4733,1973,2760,2780,844,71.1,NA,NA
"1457","BGM0654","2012","BR.BAG1.PT.12.EA1","1",5737,2364,3373,3447,1116,70.15,NA,NA
"1458","BGM0654","2012","BR.BAG1.PT.12.EA1","2",5692,2270,3422,3494,1311,70.2,NA,NA
"1459","BGM0655","2012","BR.BAG1.PT.12.EA1","1",4466,1627,2839,2455,853,71,NA,NA
"1460","BGM0655","2012","BR.BAG1.PT.12.EA1","2",4478,1652,2826,2449,831,71,NA,NA
"1461","BGM0656","2012","BR.BAG1.PT.12.EA1","1",5412,2054,3358,3338,1438,67.7,NA,NA
"1462","BGM0656","2012","BR.BAG1.PT.12.EA1","2",5403,2003,3400,3381,1459,67.1,NA,NA
"1463","BGM0657","2012","BR.BAG1.PT.12.EA1","1",4308,1628,2680,2442,869,72.55,NA,NA
"1464","BGM0657","2012","BR.BAG1.PT.12.EA1","2",4127,1524,2603,2526,1057,72.7,NA,NA
"1465","BGM0658","2012","BR.BAG1.PT.12.EA1","1",4584,1809,2775,2699,934,70.2,NA,NA
"1466","BGM0658","2012","BR.BAG1.PT.12.EA1","2",4525,1786,2739,2761,991,69.45,NA,NA
"1467","BGM0659","2012","BR.BAG1.PT.12.EA1","1",4496,1652,2844,2719,1079,70.9,NA,NA
"1468","BGM0659","2012","BR.BAG1.PT.12.EA1","2",4385,1598,2787,2735,1137,71,NA,NA
"1469","BGM0660","2012","BR.BAG1.PT.12.EA1","1",4580,1833,2747,2879,1113,71,NA,NA
"1470","BGM0660","2012","BR.BAG1.PT.12.EA1","2",4545,1836,2709,2944,1120,71.05,NA,NA
"1471","BGM0661","2012","BR.BAG1.PT.12.EA1","1",4093,1584,2509,2264,680,71.8,NA,NA
"1472","BGM0661","2012","BR.BAG1.PT.12.EA1","2",4080,1597,2483,2256,663,71.85,NA,NA
"1473","BGM0662","2012","BR.BAG1.PT.12.EA1","1",5371,1924,3447,3101,1226,66.25,NA,NA
"1474","BGM0662","2012","BR.BAG1.PT.12.EA1","2",5353,1913,3440,3096,1230,66.2,NA,NA
"1475","BGM0663","2012","BR.BAG1.PT.12.EA1","1",4898,1973,2925,2669,746,68.5,NA,NA
"1476","BGM0663","2012","BR.BAG1.PT.12.EA1","2",4898,1968,2930,2690,775,68.5,NA,NA
"1477","BGM0665","2012","BR.BAG1.PT.12.EA1","1",5748,2342,3406,3435,1321,70.2,NA,NA
"1478","BGM0665","2012","BR.BAG1.PT.12.EA1","2",5722,2369,3353,3506,1137,70.15,NA,NA
"1479","BGM0666","2012","BR.BAG1.PT.12.EA1","1",4414,1663,2751,2485,822,70.2,NA,NA
"1480","BGM0666","2012","BR.BAG1.PT.12.EA1","2",4414,1597,2817,2382,806,69.35,NA,NA
"1481","BGM0667","2012","BR.BAG1.PT.12.EA1","1",4593,1666,2927,2692,1076,71,NA,NA
"1482","BGM0667","2012","BR.BAG1.PT.12.EA1","2",4192,1568,2624,2613,1123,71.05,NA,NA
"1483","BGM0668","2012","BR.BAG1.PT.12.EA1","1",4850,1858,2992,2738,945,72.55,NA,NA
"1484","BGM0668","2012","BR.BAG1.PT.12.EA1","2",4875,1857,3018,2769,925,72.7,NA,NA
"1485","BGM0669","2012","BR.BAG1.PT.12.EA1","1",5119,2168,2951,3443,1404,71.7,NA,NA
"1486","BGM0669","2012","BR.BAG1.PT.12.EA1","2",4852,2044,2808,3334,1417,70.25,NA,NA
"1487","BGM0670","2012","BR.BAG1.PT.12.EA1","1",4595,1598.667,2996.333,2510,934.6667,67.85,NA,NA
"1488","BGM0670","2012","BR.BAG1.PT.12.EA1","2",4635.667,1641.333,2994.333,2547.667,933.6667,68.61667,NA,NA
"1489","BGM0671","2012","BR.BAG1.PT.12.EA1","1",4929,1897,3032,3046,1182,70.1,NA,NA
"1490","BGM0671","2012","BR.BAG1.PT.12.EA1","2",4949,1805.5,3143.5,2988,1201,71,NA,NA
"1491","BGM0673","2012","BR.BAG1.PT.12.EA1","1",4878,1475,3403,2125,674,70.2,NA,NA
"1492","BGM0673","2012","BR.BAG1.PT.12.EA1","2",4748,1437,3311,2080,667,70.2,NA,NA
"1493","BGM0677","2012","BR.BAG1.PT.12.EA1","1",4565.5,1390.5,3175,2062,682,71.45,NA,NA
"1494","BGM0677","2012","BR.BAG1.PT.12.EA1","2",4586.5,1399,3187.5,2053.5,672.5,71.725,NA,NA
"1495","BGM0678","2012","BR.BAG1.PT.12.EA1","1",4586,1452,3134,2373,921,67.95,NA,NA
"1496","BGM0678","2012","BR.BAG1.PT.12.EA1","2",4594,1506,3088,2381,875,67.75,NA,NA
"1497","BGM0679","2012","BR.BAG1.PT.12.EA1","1",4389,1610,2779,2592,990,70.25,NA,NA
"1498","BGM0679","2012","BR.BAG1.PT.12.EA1","2",4361,1643,2718,2599,958,71.1,NA,NA
"1499","BGM0681","2012","BR.BAG1.PT.12.EA1","1",4293,1341,2952,1855,519,72.5,NA,NA
"1500","BGM0681","2012","BR.BAG1.PT.12.EA1","2",4276,1310,2966,1836,536,72.55,NA,NA
"1501","BGM0685","2012","BR.BAG1.PT.12.EA1","1",4232,1660,2572,2587,980,71.025,NA,NA
"1502","BGM0685","2012","BR.BAG1.PT.12.EA1","2",4262.5,1644.5,2618,2573,986.5,70.625,NA,NA
"1503","BGM0687","2012","BR.BAG1.PT.12.EA1","1",4473,1603,2870,2355,766,71.85,NA,NA
"1504","BGM0687","2012","BR.BAG1.PT.12.EA1","2",4471,1607,2864,2373,766,71.75,NA,NA
"1505","BGM0688","2012","BR.BAG1.PT.12.EA1","1",4408,1669,2739,2507,862,73.45,NA,NA
"1506","BGM0688","2012","BR.BAG1.PT.12.EA1","2",4385,1627,2758,2533,931,72.7,NA,NA
"1507","BGM0689","2012","BR.BAG1.PT.12.EA1","1",4521,1583,2938,2658,1097,70.95,NA,NA
"1508","BGM0689","2012","BR.BAG1.PT.12.EA1","2",4544,1640,2904,2664,1094,70.95,NA,NA
"1509","BGM0690","2012","BR.BAG1.PT.12.EA1","1",4362,1496,2866,2120,624,74.3,NA,NA
"1510","BGM0690","2012","BR.BAG1.PT.12.EA1","2",3980,1421,2559,2014,603,73.4,NA,NA
"1511","BGM0691","2012","BR.BAG1.PT.12.EA1","1",4673,1752,2921,2325,606,72.65,NA,NA
"1512","BGM0691","2012","BR.BAG1.PT.12.EA1","2",4598,1587,3011,2050,544,71.8,NA,NA
"1513","BGM0692","2012","BR.BAG1.PT.12.EA1","1",5122,2048,3074,3188,1154,70.25,NA,NA
"1514","BGM0692","2012","BR.BAG1.PT.12.EA1","2",5070,2024,3046,3158,1207,69.4,NA,NA
"1515","BGM0694","2012","BR.BAG1.PT.12.EA1","1",4334,1553,2781,2468,923,71.9,NA,NA
"1516","BGM0694","2012","BR.BAG1.PT.12.EA1","2",4397,1546,2851,2433,904,71.85,NA,NA
"1517","BGM0695","2012","BR.BAG1.PT.12.EA1","1",4729.5,1502,3227.5,2373,875.5,71.025,NA,NA
"1518","BGM0695","2012","BR.BAG1.PT.12.EA1","2",4653.5,1499.5,3154,2398,911,70.575,NA,NA
"1519","BGM0696","2012","BR.BAG1.PT.12.EA1","1",4503,1780,2723,2543,763,71.75,NA,NA
"1520","BGM0696","2012","BR.BAG1.PT.12.EA1","2",4483,1776,2707,2512,758,71.75,NA,NA
"1521","BGM0697","2012","BR.BAG1.PT.12.EA1","1",5014,1604,3410,2381,777,72.65,NA,NA
"1522","BGM0697","2012","BR.BAG1.PT.12.EA1","2",4932,1611,3321,2438,831,71.75,NA,NA
"1523","BGM0698","2012","BR.BAG1.PT.12.EA1","1",4796,1714,3082,2658,950,71,NA,NA
"1524","BGM0698","2012","BR.BAG1.PT.12.EA1","2",4684,1678,3006,2601,935,70.25,NA,NA
"1525","BGM0699","2012","BR.BAG1.PT.12.EA1","1",4462,1560,2902,2315,758,72.65,NA,NA
"1526","BGM0699","2012","BR.BAG1.PT.12.EA1","2",4479,1473,3006,2156,699,71.85,NA,NA
"1527","BGM0700","2012","BR.BAG1.PT.12.EA1","1",4743,1265,3478,1665,425,70.25,NA,NA
"1528","BGM0700","2012","BR.BAG1.PT.12.EA1","2",4713,1102,3611,1384,298,71.05,NA,NA
"1529","BGM0701","2012","BR.BAG1.PT.12.EA1","1",4429,1630,2799,2648,1023,73.35,NA,NA
"1530","BGM0701","2012","BR.BAG1.PT.12.EA1","2",4442,1659,2783,2689,1061,72.6,NA,NA
"1531","BGM0702","2012","BR.BAG1.PT.12.EA1","1",4711,1686,3025,2685,999,69.45,NA,NA
"1532","BGM0702","2012","BR.BAG1.PT.12.EA1","2",4754,1670,3084,2689,1019,69.4,NA,NA
"1533","BGM0706","2012","BR.BAG1.PT.12.EA1","1",5144,1458,3686,2955,1497,67,NA,NA
"1534","BGM0706","2012","BR.BAG1.PT.12.EA1","2",5092,1462,3630,2929,1467,67,NA,NA
"1535","BGM0718","2012","BR.BAG1.PT.12.EA1","1",5527,1868,3659,3124,1281,69.45,NA,NA
"1536","BGM0718","2012","BR.BAG1.PT.12.EA1","2",5442,1812,3630,3056,1267,69.4,NA,NA
"1537","BGM0726","2012","BR.BAG1.PT.12.EA1","1",4263,1518,2745,2988,1470,70.15,NA,NA
"1538","BGM0726","2012","BR.BAG1.PT.12.EA1","2",4250,1702,2548,3014,1312,70.25,NA,NA
"1539","BGM0728","2012","BR.BAG1.PT.12.EA1","1",4644,1724,2920,2645,943,70.3,NA,NA
"1540","BGM0728","2012","BR.BAG1.PT.12.EA1","2",4669,1736,2933,2640,914,70.1,NA,NA
"1541","BGM0729","2012","BR.BAG1.PT.12.EA1","1",4591,243,4348,365,124,67.95,NA,NA
"1542","BGM0729","2012","BR.BAG1.PT.12.EA1","2",4206,228,3978,338,110,67.05,NA,NA
"1543","BGM0733","2012","BR.BAG1.PT.12.EA1","1",5204,1378,3826,2262,884,68.6,NA,NA
"1544","BGM0733","2012","BR.BAG1.PT.12.EA1","2",5167,1258,3909,2240,982,68.6,NA,NA
"1545","BGM0745","2012","BR.BAG1.PT.12.EA1","1",3757,1438,2319,2411,973,70.1,NA,NA
"1546","BGM0745","2012","BR.BAG1.PT.12.EA1","2",3751,1437,2314,2423,986,69.4,NA,NA
"1547","BGM0752","2012","BR.BAG1.PT.12.EA1","1",5334,1693,3641,2732,1039,66.95,NA,NA
"1548","BGM0752","2012","BR.BAG1.PT.12.EA1","2",5262,1543,3719,2686,1143,67.95,NA,NA
"1549","BGM0767","2012","BR.BAG1.PT.12.EA1","1",5484,1553,3931,2777,1224,67.7,NA,NA
"1550","BGM0767","2012","BR.BAG1.PT.12.EA1","2",5579,1564,4015,2770,1206,67.9,NA,NA
"1551","BGM0776","2012","BR.BAG1.PT.12.EA1","1",4360,1538,2822,2200,662,69.4,NA,NA
"1552","BGM0776","2012","BR.BAG1.PT.12.EA1","2",4351,1506,2845,2193,687,69.5,NA,NA
"1553","BGM0778","2012","BR.BAG1.PT.12.EA1","1",5210,1885,3325,3236,1432,67.15,NA,NA
"1554","BGM0778","2012","BR.BAG1.PT.12.EA1","2",5203,1874,3329,3293,1527,67.05,NA,NA
"1555","BGM0781","2012","BR.BAG1.PT.12.EA1","1",4460,1622,2838,2707,1092,70.95,NA,NA
"1556","BGM0781","2012","BR.BAG1.PT.12.EA1","2",4506,1610,2896,2724,1114,71,NA,NA
"1557","BGM0783","2012","BR.BAG1.PT.12.EA1","1",4040.667,1340,2700.667,2056.667,716.6667,69.78333,NA,NA
"1558","BGM0783","2012","BR.BAG1.PT.12.EA1","2",4081.667,1381,2700.667,2084,703,70.55,NA,NA
"1559","BGM0785","2012","BR.BAG1.PT.12.EA1","1",4497,1599,2898,2485,886,68.6,NA,NA
"1560","BGM0785","2012","BR.BAG1.PT.12.EA1","2",4541,1589,2952,2490,901,68.6,NA,NA
"1561","BGM0788","2012","BR.BAG1.PT.12.EA1","1",4786.5,1817,2969.5,2778,972.5,68.2,NA,NA
"1562","BGM0788","2012","BR.BAG1.PT.12.EA1","2",4783.5,1769.5,3014,2767,1009.5,67.8,NA,NA
"1563","BGM0791","2012","BR.BAG1.PT.12.EA1","1",4508,1363,3145,2792,1429,70.2,NA,NA
"1564","BGM0791","2012","BR.BAG1.PT.12.EA1","2",4566,1393,3173,2732,1339,71.15,NA,NA
"1565","BGM0799","2012","BR.BAG1.PT.12.EA1","1",4459,1457,3002,2415,1098,70.4,NA,NA
"1566","BGM0799","2012","BR.BAG1.PT.12.EA1","2",4321,1396,2925,2438,1100,70.3,NA,NA
"1567","BGM0800","2012","BR.BAG1.PT.12.EA1","1",4168,1379,2789,2512,1133,70.2,NA,NA
"1568","BGM0800","2012","BR.BAG1.PT.12.EA1","2",4114,1398,2716,2568,1170,70.95,NA,NA
"1569","BGM0807","2012","BR.BAG1.PT.12.EA1","1",4557.5,1595.5,2962,2822.5,1256.5,69.4,NA,NA
"1570","BGM0807","2012","BR.BAG1.PT.12.EA1","2",4600,1246.5,3353.5,2826.5,1604.5,69.425,NA,NA
"1571","BGM0810","2012","BR.BAG1.PT.12.EA1","1",4527,1529,2998,2267,738,70.3,NA,NA
"1572","BGM0810","2012","BR.BAG1.PT.12.EA1","2",4693,1605,3088,2335,730,70.25,NA,NA
"1573","BGM0815","2012","BR.BAG1.PT.12.EA1","1",4002,1404,2598,1995,591,69.5,NA,NA
"1574","BGM0815","2012","BR.BAG1.PT.12.EA1","2",4087,1416,2671,2022,606,69.5,NA,NA
"1575","BGM0817","2012","BR.BAG1.PT.12.EA1","1",5313,1857,3456,3157,1313,67,NA,NA
"1576","BGM0817","2012","BR.BAG1.PT.12.EA1","2",5318,1883,3435,3132,1267,67,NA,NA
"1577","BGM0818","2012","BR.BAG1.PT.12.EA1","1",3601,1310,2291,2264,954,68.65,NA,NA
"1578","BGM0818","2012","BR.BAG1.PT.12.EA1","2",3567,1302,2265,2219,917,69.35,NA,NA
"1579","BGM0819","2012","BR.BAG1.PT.12.EA1","1",4636,1426,3210,2137,718,68.55,NA,NA
"1580","BGM0819","2012","BR.BAG1.PT.12.EA1","2",4759,1432,3327,2118,711,68.7,NA,NA
"1581","BGM0820","2012","BR.BAG1.PT.12.EA1","1",4420,1561,2859,2814,1253,69.4,NA,NA
"1582","BGM0820","2012","BR.BAG1.PT.12.EA1","2",4409,1552,2857,2740,1188,69.4,NA,NA
"1583","BGM0821","2012","BR.BAG1.PT.12.EA1","1",4810.5,1962.5,2848,3086,1163,68.575,NA,NA
"1584","BGM0821","2012","BR.BAG1.PT.12.EA1","2",4659,1919,2740,3030,1147,68.5,NA,NA
"1585","BGM0822","2012","BR.BAG1.PT.12.EA1","1",4256,1585,2671,2494,909,71.05,NA,NA
"1586","BGM0822","2012","BR.BAG1.PT.12.EA1","2",4280,1597,2683,2493,896,70.25,NA,NA
"1587","BGM0823","2012","BR.BAG1.PT.12.EA1","1",5108.5,1955.5,3153,3307.5,1397.5,66.225,NA,NA
"1588","BGM0823","2012","BR.BAG1.PT.12.EA1","2",5142,1726.5,3415.5,3248.5,1550.5,66.125,NA,NA
"1589","BGM0824","2012","BR.BAG1.PT.12.EA1","1",4564,1502,3062,2876,1374,67.9,NA,NA
"1590","BGM0824","2012","BR.BAG1.PT.12.EA1","2",4610,1466,3144,2964,1498,68.65,NA,NA
"1591","BGM0826","2012","BR.BAG1.PT.12.EA1","1",5388,1644,3744,2834,1190,66.95,NA,NA
"1592","BGM0826","2012","BR.BAG1.PT.12.EA1","2",5260,1550,3710,2783,1233,66.95,NA,NA
"1593","BGM0834","2012","BR.BAG1.PT.12.EA1","1",5558,1734,3824,3185,1451,66.2,NA,NA
"1594","BGM0834","2012","BR.BAG1.PT.12.EA1","2",5344,1691,3653,3240,1549,65.25,NA,NA
"1595","BGM0837","2012","BR.BAG1.PT.12.EA1","1",4714,1480,3234,2965,1485,67.95,NA,NA
"1596","BGM0837","2012","BR.BAG1.PT.12.EA1","2",4799,1439,3360,2979,1540,67.9,NA,NA
"1597","BGM0845","2012","BR.BAG1.PT.12.EA1","1",4655,1643,3012,2391,767,67.85,NA,NA
"1598","BGM0845","2012","BR.BAG1.PT.12.EA1","2",4530,1541,2989,2301,760,67.85,NA,NA
"1599","BGM0846","2012","BR.BAG1.PT.12.EA1","1",4954,1661,3293,2334,673,69.3,NA,NA
"1600","BGM0846","2012","BR.BAG1.PT.12.EA1","2",4878,1664,3214,2288,624,70.2,NA,NA
"1601","BGM0847","2012","BR.BAG1.PT.12.EA1","1",5922,1601,4321,2983,1382,67.85,NA,NA
"1602","BGM0847","2012","BR.BAG1.PT.12.EA1","2",5773,1532,4241,2995,1463,67,NA,NA
"1603","BGM0856","2012","BR.BAG1.PT.12.EA1","1",5369,1657,3712,2654,997,66.1,NA,NA
"1604","BGM0856","2012","BR.BAG1.PT.12.EA1","2",5320,1634,3686,2599,965,66.1,NA,NA
"1605","BGM0867","2012","BR.BAG1.PT.12.EA1","1",3760,1242,2518,2812,1570,69.55,NA,NA
"1606","BGM0867","2012","BR.BAG1.PT.12.EA1","2",3952,1315,2637,2864,1549,69.45,NA,NA
"1607","BGM0868","2012","BR.BAG1.PT.12.EA1","1",5708,1628,4080,3214,1586,67.05,NA,NA
"1608","BGM0868","2012","BR.BAG1.PT.12.EA1","2",5735,1592,4143,3189,1597,66.9,NA,NA
"1609","BGM0870","2012","BR.BAG1.PT.12.EA1","1",4763,1743,3020,2810,1067,69.45,NA,NA
"1610","BGM0870","2012","BR.BAG1.PT.12.EA1","2",4766,1731,3035,2720,1032,69.5,NA,NA
"1611","BGM0873","2012","BR.BAG1.PT.12.EA1","1",5239,1817,3422,3311.5,1557.5,66.225,NA,NA
"1612","BGM0873","2012","BR.BAG1.PT.12.EA1","2",5206,1805,3401,3337.5,1558,66.225,NA,NA
"1613","BGM0876","2012","BR.BAG1.PT.12.EA1","1",5104,1529,3575,2517,988,67.05,NA,NA
"1614","BGM0876","2012","BR.BAG1.PT.12.EA1","2",5107,1589,3518,2535,946,67.9,NA,NA
"1615","BGM0877","2012","BR.BAG1.PT.12.EA1","1",4984,1590,3394,2653,1063,67.8,NA,NA
"1616","BGM0877","2012","BR.BAG1.PT.12.EA1","2",4969,1537,3432,2572,1035,67.85,NA,NA
"1617","BGM0884","2012","BR.BAG1.PT.12.EA1","1",4882,1662,3220,2599,938,67.95,NA,NA
"1618","BGM0884","2012","BR.BAG1.PT.12.EA1","2",5016,1661,3355,2623,962,67.8,NA,NA
"1619","BGM0885","2012","BR.BAG1.PT.12.EA1","1",5113,1766,3347,2929,1163,70.35,NA,NA
"1620","BGM0885","2012","BR.BAG1.PT.12.EA1","2",4999,1713,3286,2872,1159,70.25,NA,NA
"1621","BGM0887","2012","BR.BAG1.PT.12.EA1","1",4687,1375,3312,2866,1491,67.85,NA,NA
"1622","BGM0887","2012","BR.BAG1.PT.12.EA1","2",4808,1366,3442,2913,1547,67,NA,NA
"1623","BGM0889","2012","BR.BAG1.PT.12.EA1","1",4321,1264,3057,1998,734,66.95,NA,NA
"1624","BGM0889","2012","BR.BAG1.PT.12.EA1","2",4334,1267,3067,2039,772,66.1,NA,NA
"1625","BGM0890","2012","BR.BAG1.PT.12.EA1","1",4730,1521,3209,3057,1536,67.1,NA,NA
"1626","BGM0890","2012","BR.BAG1.PT.12.EA1","2",4740,1453,3287,3003,1550,66.95,NA,NA
"1627","BGM0891","2012","BR.BAG1.PT.12.EA1","1",5155,1856,3299,3181,1336,70.25,NA,NA
"1628","BGM0891","2012","BR.BAG1.PT.12.EA1","2",5178,1856,3322,3203,1352,70.25,NA,NA
"1629","BGM0892","2012","BR.BAG1.PT.12.EA1","1",4912,1834,3078,3194.5,1424,67.4,NA,NA
"1630","BGM0892","2012","BR.BAG1.PT.12.EA1","2",4884.5,1837.5,3047,3236,1463,67.775,NA,NA
"1631","BGM0894","2012","BR.BAG1.PT.12.EA1","1",4093,1536,2557,2618,1082,70.35,NA,NA
"1632","BGM0894","2012","BR.BAG1.PT.12.EA1","2",4079,1502,2577,2641,1139,70.3,NA,NA
"1633","BGM0895","2012","BR.BAG1.PT.12.EA1","1",4629,1397,3232,2316,919,68.7,NA,NA
"1634","BGM0895","2012","BR.BAG1.PT.12.EA1","2",4565,1416,3149,2278,862,68.7,NA,NA
"1635","BGM0901","2012","BR.BAG1.PT.12.EA1","1",4755,1918,2837,2990,1072,69.3,NA,NA
"1636","BGM0901","2012","BR.BAG1.PT.12.EA1","2",4696,1916,2780,2962,1058,69.45,NA,NA
"1637","BGM0902","2012","BR.BAG1.PT.12.EA1","1",4026,1359,2667,1871,520,69.3,NA,NA
"1638","BGM0902","2012","BR.BAG1.PT.12.EA1","2",4020,1357,2663,1904,558,69.35,NA,NA
"1639","BGM0904","2012","BR.BAG1.PT.12.EA1","1",5192,1768,3424,2883,1122,69.5,NA,NA
"1640","BGM0904","2012","BR.BAG1.PT.12.EA1","2",4891,1678,3213,2743,1116,69.55,NA,NA
"1641","BGM0905","2012","BR.BAG1.PT.12.EA1","1",4738,1368,3370,2169,801,71.05,NA,NA
"1642","BGM0905","2012","BR.BAG1.PT.12.EA1","2",4811,1418,3393,2181,777,70.9,NA,NA
"1643","BGM0906","2012","BR.BAG1.PT.12.EA1","1",5599,1687,3912,2719,1048,71.85,NA,NA
"1644","BGM0906","2012","BR.BAG1.PT.12.EA1","2",5565,1712,3853,2718,1040,71.85,NA,NA
"1645","BGM0907","2012","BR.BAG1.PT.12.EA1","1",4481,1528,2953,2483,1008,70.4,NA,NA
"1646","BGM0907","2012","BR.BAG1.PT.12.EA1","2",4382,1515,2867,2439,992,70.25,NA,NA
"1647","BGM0908","2012","BR.BAG1.PT.12.EA1","1",5213,1647,3566,2653,1006,69.45,NA,NA
"1648","BGM0908","2012","BR.BAG1.PT.12.EA1","2",5203,1656,3547,2654,998,69.5,NA,NA
"1649","BGM0913","2012","BR.BAG1.PT.12.EA1","1",4121,1578,2543,2532,1086,70.25,NA,NA
"1650","BGM0913","2012","BR.BAG1.PT.12.EA1","2",4099,1592,2507,2486,993,71.05,NA,NA
"1651","BGM0914","2012","BR.BAG1.PT.12.EA1","1",4136,1456.5,2679.5,2228,771.5,71.75,NA,NA
"1652","BGM0914","2012","BR.BAG1.PT.12.EA1","2",4115,1443.5,2671.5,2225.5,784.5,71.4,NA,NA
"1653","BGM0922","2012","BR.BAG1.PT.12.EA1","1",5228,1773,3455,2806,1152,71,NA,NA
"1654","BGM0922","2012","BR.BAG1.PT.12.EA1","2",5085,1785,3300,2971,1186,71.1,NA,NA
"1655","BGM0924","2012","BR.BAG1.PT.12.EA1","1",4086,1556,2530,2558,1002,69.35,NA,NA
"1656","BGM0924","2012","BR.BAG1.PT.12.EA1","2",4242,1620,2622,2641,1021,70.35,NA,NA
"1657","BGM0928","2012","BR.BAG1.PT.12.EA1","1",4828,1544,3284,2819,1275,70.35,NA,NA
"1658","BGM0928","2012","BR.BAG1.PT.12.EA1","2",4877,1544,3333,2801,1257,71.1,NA,NA
"1659","BGM0929","2012","BR.BAG1.PT.12.EA1","1",5380,1614,3766,2661,1240,71.05,NA,NA
"1660","BGM0929","2012","BR.BAG1.PT.12.EA1","2",5288,1574,3714,2657,1190,71,NA,NA
"1661","BGM0930","2012","BR.BAG1.PT.12.EA1","1",4192,1231,2961,2746,1515,69.45,NA,NA
"1662","BGM0930","2012","BR.BAG1.PT.12.EA1","2",4251,1277,2974,2729,1452,70.2,NA,NA
"1663","BGM0932","2012","BR.BAG1.PT.12.EA1","1",4980,1352,3628,2745,1393,67.05,NA,NA
"1664","BGM0932","2012","BR.BAG1.PT.12.EA1","2",5079,1440,3639,2705,1265,67.85,NA,NA
"1665","BGM0934","2012","BR.BAG1.PT.12.EA1","1",5248,1789,3459,2586,802,68.5,NA,NA
"1666","BGM0934","2012","BR.BAG1.PT.12.EA1","2",4700,1642,3058,2457.5,820,68.875,NA,NA
"1667","BGM0935","2012","BR.BAG1.PT.12.EA1","2",4756,1940,2816,3253,1433,70.2,NA,NA
"1668","BGM0936","2012","BR.BAG1.PT.12.EA1","2",5045,2103,2942,3557,1649,69.25,NA,NA
"1669","BGM0937","2012","BR.BAG1.PT.12.EA1","1",4238,1457,2781,2933,1476,67.9,NA,NA
"1670","BGM0937","2012","BR.BAG1.PT.12.EA1","2",4223,1512,2711,2850,1338,68.75,NA,NA
"1671","BGM0940","2012","BR.BAG1.PT.12.EA1","1",5153,1762.5,3390.5,3183.5,1490,68.175,NA,NA
"1672","BGM0940","2012","BR.BAG1.PT.12.EA1","2",4970.5,1734.5,3236,3094.5,1428,68.55,NA,NA
"1673","BGM0943","2012","BR.BAG2.PT.12.EA1","1",4634,1480,3154,2007,527,68.65,NA,NA
"1674","BGM0943","2012","BR.BAG2.PT.12.EA1","2",4640,1502.5,3137.5,2187.5,687,69.025,NA,NA
"1675","BGM0944","2012","BR.BAG2.PT.12.EA1","2",4326,1358,2968,1870,512,71.95,NA,NA
"1676","BGM0947","2012","BR.BAG2.PT.12.EA1","1",4919,1713,3206,2906,1193,69.4,NA,NA
