"","amostras","ano","ensaio","repeticao","peak_1","trough_1","breakdown","final_visc","setback","peak_time","pasting_temp","umidade_percent"
"1190","BGM0433","2011","BR.BAG2.PT.11.EA1","2",4459,1363,3096,2803,1440,68,NA,NA
"1191","BGM0434","2011","BR.BAG2.PT.11.EA1","1",4849,1510,3339,2234,758,68.6,NA,NA
"1192","BGM0434","2011","BR.BAG2.PT.11.EA1","2",4876,1517,3359,2202,731,68.6,NA,NA
"1193","BGM0435","2011","BR.BAG2.PT.11.EA1","1",5038,1972,3066,3149,1277,69.5,NA,NA
"1194","BGM0435","2011","BR.BAG2.PT.11.EA1","2",5105,1980,3125,3170,1297,69.4,NA,NA
"1195","BGM0436","2011","BR.BAG2.PT.11.EA1","1",4992,1823,3169,2924,1141,69.35,NA,NA
"1196","BGM0436","2011","BR.BAG2.PT.11.EA1","2",4930,1828,3102,2970,1142,69.3,NA,NA
"1197","BGM0437","2011","BR.BAG2.PT.11.EA1","1",5354,2027,3327,3421,1436,69.4,NA,NA
"1198","BGM0437","2011","BR.BAG2.PT.11.EA1","2",5374,2036,3338,3439,1421,69.5,NA,NA
"1199","BGM0438","2011","BR.BAG2.PT.11.EA1","1",5227,1852,3375,2722,902,68.6,NA,NA
"1200","BGM0438","2011","BR.BAG2.PT.11.EA1","2",5411,1917,3494,2747,866,68.55,NA,NA
"1201","BGM0439","2011","BR.BAG2.PT.11.EA1","1",4987.5,1766,3221.5,2639,909,69,NA,NA
"1202","BGM0439","2011","BR.BAG2.PT.11.EA1","2",5079.5,1749.5,3330,2689,948,69.425,NA,NA
"1203","BGM0440","2011","BR.BAG2.PT.11.EA1","2",4567,1617,2950,2681,1091,69.4,NA,NA
"1204","BGM0441","2011","BR.BAG2.PT.11.EA1","2",3676,1503,2173,2326,856,71.1,NA,NA
"1205","BGM0442","2011","BR.BAG2.PT.11.EA1","1",4951,1805,3146,2960,1191,67.9,NA,NA
"1206","BGM0442","2011","BR.BAG2.PT.11.EA1","2",5021,1753,3268,2981,1255,67.8,NA,NA
"1207","BGM0443","2011","BR.BAG2.PT.11.EA1","1",4900,2041,2859,3220,1385,67.85,NA,NA
"1208","BGM0443","2011","BR.BAG2.PT.11.EA1","2",4954,2031,2923,3127,1426,67.7,NA,NA
"1209","BGM0444","2011","BR.BAG2.PT.11.EA1","1",4771,1713,3058,2942,1239,69.45,NA,NA
"1210","BGM0444","2011","BR.BAG2.PT.11.EA1","2",4634,1696,2938,2886,1211,69.4,NA,NA
"1211","BGM0445","2011","BR.BAG2.PT.11.EA1","1",5264,1810,3454,2928,1125,68.5,NA,NA
"1212","BGM0445","2011","BR.BAG2.PT.11.EA1","2",5319,1840,3479,2984,1157,68.5,NA,NA
"1213","BGM0446","2011","BR.BAG2.PT.11.EA1","2",4949,1833,3116,3067,1260,70.15,NA,NA
"1214","BGM0447","2011","BR.BAG2.PT.11.EA1","1",5591,1441,4150,3624,2235,66.25,NA,NA
"1215","BGM0447","2011","BR.BAG2.PT.11.EA1","2",5571,1820,3751,3510,1767,67.05,NA,NA
"1216","BGM0450","2011","BR.BAG2.PT.11.EA1","1",4958,1843,3115,3119,1340,69.4,NA,NA
"1217","BGM0450","2011","BR.BAG2.PT.11.EA1","2",4988,1869,3119,3185,1356,70.25,NA,NA
"1218","BGM0452","2011","BR.BAG2.PT.11.EA1","1",4793,1785,3008,2646,862,71.05,NA,NA
"1219","BGM0452","2011","BR.BAG2.PT.11.EA1","2",4775,1766,3009,2643,882,70.25,NA,NA
"1220","BGM0454","2011","BR.BAG2.PT.11.EA1","1",5754,1962.5,3791.5,3179,1249.5,69.3,NA,NA
"1221","BGM0454","2011","BR.BAG2.PT.11.EA1","2",5960.5,2069.5,3891,3232.5,1168.5,69.725,NA,NA
"1222","BGM0455","2011","BR.BAG2.PT.11.EA1","1",4795,1422,3373,2722,1300,69.45,NA,NA
"1223","BGM0455","2011","BR.BAG2.PT.11.EA1","2",4864,1491,3373,2696,1205,69.45,NA,NA
"1224","BGM0456","2011","BR.BAG2.PT.11.EA1","1",4767,1996,2771,3146.5,1254.5,68.2,NA,NA
"1225","BGM0456","2011","BR.BAG2.PT.11.EA1","2",4758,1978.5,2779.5,3195.5,1295,68.25,NA,NA
"1226","BGM0457","2011","BR.BAG2.PT.11.EA1","1",4893,1665,3228,2548,891,68.5,NA,NA
"1227","BGM0457","2011","BR.BAG2.PT.11.EA1","2",4850,1640,3210,2530,897,67.7,NA,NA
"1228","BGM0458","2011","BR.BAG2.PT.11.EA1","1",5272,1749,3523,2537,800,70.05,NA,NA
"1229","BGM0458","2011","BR.BAG2.PT.11.EA1","2",5253,1706,3547,2535,839,69.45,NA,NA
"1230","BGM0459","2011","BR.BAG2.PT.11.EA1","1",5041,1792,3249,3060,1298,70.25,NA,NA
"1231","BGM0459","2011","BR.BAG2.PT.11.EA1","2",5080,1760,3320,3113,1409,70.2,NA,NA
"1232","BGM0460","2011","BR.BAG2.PT.11.EA1","1",4922,1791,3131,3050,1317,69.35,NA,NA
"1233","BGM0460","2011","BR.BAG2.PT.11.EA1","2",4955,1805,3150,3058,1298,69.4,NA,NA
"1234","BGM0461","2011","BR.BAG2.PT.11.EA1","1",4984,1759,3225,2953,1204,70.15,NA,NA
"1235","BGM0461","2011","BR.BAG2.PT.11.EA1","2",5003,1756,3247,2965,1226,70.15,NA,NA
"1236","BGM0462","2011","BR.BAG2.PT.11.EA1","2",4438,1443,2995,2086,647,72.55,NA,NA
"1237","BGM0463","2011","BR.BAG2.PT.11.EA1","1",5213,1729,3484,2567,843,69.45,NA,NA
"1238","BGM0463","2011","BR.BAG2.PT.11.EA1","2",4718,1394,3324,1956.5,586.5,69.775,NA,NA
"1239","BGM0464","2011","BR.BAG2.PT.11.EA1","2",5524,2197,3327,3215,1242,66.9,NA,NA
"1240","BGM0465","2011","BR.BAG2.PT.11.EA1","2",4829,1834,2995,2896,1125,69.4,NA,NA
"1241","BGM0466","2011","BR.BAG2.PT.11.EA1","2",5190,1904,3286,3260,1366,68.55,NA,NA
"1242","BGM0467","2011","BR.BAG2.PT.11.EA1","2",4649,1920,2729,2785,902,70.95,NA,NA
"1243","BGM0468","2011","BR.BAG2.PT.11.EA1","1",4793,1677,3116,2429,752,71.75,NA,NA
"1244","BGM0468","2011","BR.BAG2.PT.11.EA1","2",4855,1700,3155,2433,736,71.9,NA,NA
"1245","BGM0469","2011","BR.BAG2.PT.11.EA1","2",4546,1548,2998,2376,843,71,NA,NA
"1246","BGM0471","2011","BR.BAG2.PT.11.EA1","1",4680,1666,3014,2803,1137,70.3,NA,NA
"1247","BGM0471","2011","BR.BAG2.PT.11.EA1","2",4667,1623,3044,2774,1151,70.25,NA,NA
"1248","BGM0472","2011","BR.BAG2.PT.11.EA1","1",3982,1631,2351,2544,913,70.1,NA,NA
"1249","BGM0472","2011","BR.BAG2.PT.11.EA1","2",3989,1637,2352,2545,908,71,NA,NA
"1250","BGM0473","2011","BR.BAG2.PT.11.EA1","1",4666,1573,3093,2626,1053,69.5,NA,NA
"1251","BGM0473","2011","BR.BAG2.PT.11.EA1","2",4655,1579,3076,2646,1067,69.35,NA,NA
"1252","BGM0474","2011","BR.BAG2.PT.11.EA1","1",4467.5,1665,2802.5,2652,1012,71.875,NA,NA
"1253","BGM0474","2011","BR.BAG2.PT.11.EA1","2",4385,1644,2741,2588.5,972,71.85,NA,NA
"1254","BGM0477","2011","BR.BAG2.PT.11.EA1","1",4874,1678,3196,2805,1127,70.35,NA,NA
"1255","BGM0477","2011","BR.BAG2.PT.11.EA1","2",4577,1608,2969,2858,1250,69.5,NA,NA
"1256","BGM0478","2011","BR.BAG2.PT.11.EA1","2",4911,1892,3019,3148,1389,71.8,NA,NA
"1257","BGM0481","2011","BR.BAG2.PT.11.EA1","1",4865,1948,2917,3028,1089,70.1,NA,NA
"1258","BGM0481","2011","BR.BAG2.PT.11.EA1","2",4778,1904,2874,2946,1098,70.05,NA,NA
"1259","BGM0483","2011","BR.BAG2.PT.11.EA1","2",4887,2021,2866,3021,1190,71.9,NA,NA
"1260","BGM0484","2011","BR.BAG2.PT.11.EA1","1",4357,1635,2722,2572,973,71.05,NA,NA
"1261","BGM0484","2011","BR.BAG2.PT.11.EA1","2",4516.5,1696.5,2820,2717,1025.5,70.95,NA,NA
"1262","BGM0485","2011","BR.BAG2.PT.11.EA1","1",4735,1740,2995,2915,1201,71.05,NA,NA
"1263","BGM0485","2011","BR.BAG2.PT.11.EA1","2",4719,1779,2940,2950,1243,71,NA,NA
"1264","BGM0486","2011","BR.BAG2.PT.11.EA1","1",4530,1897,2633,2859,995,71.7,NA,NA
"1265","BGM0486","2011","BR.BAG2.PT.11.EA1","2",4484,1875,2609,2852,1019,71.75,NA,NA
"1266","BGM0487","2011","BR.BAG2.PT.11.EA1","2",4631,1781,2850,2956,1300,71.9,NA,NA
"1267","BGM0488","2011","BR.BAG2.PT.11.EA1","2",4746,1656,3090,2903,1247,70.2,NA,NA
"1268","BGM0489","2011","BR.BAG2.PT.11.EA1","1",4902,1687,3215,2769,1115,69,NA,NA
"1269","BGM0489","2011","BR.BAG2.PT.11.EA1","2",4935,1702,3233,2808.5,1121,69.775,NA,NA
"1270","BGM0490","2011","BR.BAG2.PT.11.EA1","2",4771,1764,3007,2790,1072,71.1,NA,NA
"1271","BGM0491","2011","BR.BAG2.PT.11.EA1","2",4299,1656,2643,2687,1063,71.8,NA,NA
"1272","BGM0492","2011","BR.BAG2.PT.11.EA1","1",5321,1520,3801,3320,1837,67.1,NA,NA
"1273","BGM0492","2011","BR.BAG2.PT.11.EA1","2",5011,1595.5,3415.5,3062,1523,69.05,NA,NA
"1274","BGM0493","2011","BR.BAG2.PT.11.EA1","2",4664,1837,2827,2974,1176,70.15,NA,NA
"1275","BGM0494","2011","BR.BAG2.PT.11.EA1","2",4394,1589,2805,2261,707,70.25,NA,NA
"1276","BGM0495","2011","BR.BAG2.PT.11.EA1","1",4496,1700,2796,2708,1046,75.05,NA,NA
"1277","BGM0495","2011","BR.BAG2.PT.11.EA1","2",4488,1681,2807,2675,1053,75.25,NA,NA
"1278","BGM0496","2011","BR.BAG2.PT.11.EA1","1",4904,2004,2900,2904,941,71.65,NA,NA
"1279","BGM0496","2011","BR.BAG2.PT.11.EA1","2",4914,1957,2957,2949,1038,70.95,NA,NA
"1280","BGM0497","2011","BR.BAG2.PT.11.EA1","2",4832,1879,2953,2915,1036,70.95,NA,NA
"1281","BGM0498","2011","BR.BAG2.PT.11.EA1","1",5031,1890,3141,2787,976,70.25,NA,NA
"1282","BGM0498","2011","BR.BAG2.PT.11.EA1","2",4815,1868,2947,2723,875,70.9,NA,NA
"1283","BGM0499","2011","BR.BAG2.PT.11.EA1","1",4213,1498,2715,2568,1070,70.25,NA,NA
"1284","BGM0499","2011","BR.BAG2.PT.11.EA1","2",4157,1447,2710,2518,1071,69.35,NA,NA
"1285","BGM0501","2011","BR.BAG2.PT.11.EA1","1",4914,1559,3355,2704,1145,70.25,NA,NA
"1286","BGM0501","2011","BR.BAG2.PT.11.EA1","2",4815,1550,3265,2755,1205,70.3,NA,NA
"1287","BGM0503","2011","BR.BAG2.PT.11.EA1","2",4249,1779,2470,2877,1217,74.3,NA,NA
"1288","BGM0504","2011","BR.BAG2.PT.11.EA1","1",4954,1784,3170,2758,1022,70.3,NA,NA
"1289","BGM0504","2011","BR.BAG2.PT.11.EA1","2",4970,1803,3167,2777,1027,69.35,NA,NA
"1290","BGM0505","2011","BR.BAG2.PT.11.EA1","1",4681,1534,3147,2349,858,69.45,NA,NA
"1291","BGM0505","2011","BR.BAG2.PT.11.EA1","2",4566,1520,3046,2342,848,69.3,NA,NA
"1292","BGM0507","2011","BR.BAG2.PT.11.EA1","1",5096,1490,3606,3032,1542,71,NA,NA
"1293","BGM0507","2011","BR.BAG2.PT.11.EA1","2",5140,1611,3529,3053,1442,71.7,NA,NA
"1294","BGM0509","2011","BR.BAG2.PT.11.EA1","1",3755,1451,2304,2310,859,70.95,NA,NA
"1295","BGM0509","2011","BR.BAG2.PT.11.EA1","2",3740,1463,2277,2289,826,71.95,NA,NA
"1296","BGM0510","2011","BR.BAG2.PT.11.EA1","1",5692,2019,3673,2933,966,69.35,NA,NA
"1297","BGM0510","2011","BR.BAG2.PT.11.EA1","2",5683,2027,3656,2992,965,69.45,NA,NA
"1298","BGM0512","2011","BR.BAG2.PT.11.EA1","2",4527,1664,2863,2609,1015,72.6,NA,NA
"1299","BGM0513","2011","BR.BAG2.PT.11.EA1","2",3999,1394,2605,1924,533,70.95,NA,NA
"1300","BGM0514","2011","BR.BAG2.PT.11.EA1","2",4478,1999,2479,3021,1218,71,NA,NA
"1301","BGM0515","2011","BR.BAG2.PT.11.EA1","2",4508,1613,2895,2494,889,71.1,NA,NA
"1302","BGM0516","2011","BR.BAG2.PT.11.EA1","2",4408,1578,2830,2308,730,71,NA,NA
"1303","BGM0517","2011","BR.BAG2.PT.11.EA1","2",4324,1645,2679,2746,1139,73.35,NA,NA
"1304","BGM0519","2011","BR.BAG2.PT.11.EA1","2",4324,1561,2763,2521,1003,70.95,NA,NA
"1305","BGM0520","2011","BR.BAG2.PT.11.EA1","1",4923,1614,3309,2469,893,69.45,NA,NA
"1306","BGM0520","2011","BR.BAG2.PT.11.EA1","2",4655,1566,3089,2497.5,991.5,70.2,NA,NA
"1307","BGM0521","2011","BR.BAG2.PT.11.EA1","1",4331,1267,3064,1800,535,71.8,NA,NA
"1308","BGM0521","2011","BR.BAG2.PT.11.EA1","2",4297,1247,3050,1826,586,70.15,NA,NA
"1309","BGM0522","2011","BR.BAG2.PT.11.EA1","2",5310,1876,3434,2516,675,70.85,NA,NA
"1310","BGM0523","2011","BR.BAG2.PT.11.EA1","2",4612,1668,2944,2703,1085,71.8,NA,NA
"1311","BGM0524","2011","BR.BAG2.PT.11.EA1","2",4632,1674,2958,2251,593,68.65,NA,NA
"1312","BGM0526","2011","BR.BAG2.PT.11.EA1","2",4440,1151,3289,1657,510,71.05,NA,NA
"1313","BGM0528","2011","BR.BAG2.PT.11.EA1","2",4504,1706,2798,2503,835,74.2,NA,NA
"1314","BGM0529","2011","BR.BAG2.PT.11.EA1","2",4596,1571,3025,2516,945,70.2,NA,NA
"1315","BGM0530","2011","BR.BAG2.PT.11.EA1","2",4997,1914,3083,2682,828,70.2,NA,NA
"1316","BGM0531","2011","BR.BAG2.PT.11.EA1","1",4740,1671,3069,2841,1272,71.1,NA,NA
"1317","BGM0531","2011","BR.BAG2.PT.11.EA1","2",4707,1684,3023,2800,1226,71.85,NA,NA
"1318","BGM0532","2011","BR.BAG2.PT.11.EA1","1",4755,1884,2871,2888,1102,72.6,NA,NA
"1319","BGM0532","2011","BR.BAG2.PT.11.EA1","2",4863.5,1823,3040.5,2854.5,1076.5,70.6,NA,NA
"1320","BGM0533","2011","BR.BAG2.PT.11.EA1","1",4338,1533,2805,2432,915,69.55,NA,NA
"1321","BGM0533","2011","BR.BAG2.PT.11.EA1","2",4061,1533,2528,2404,899,68.6,NA,NA
"1322","BGM0538","2011","BR.BAG2.PT.11.EA1","2",4831,2087,2744,3238,1302,73.3,NA,NA
"1323","BGM0539","2011","BR.BAG2.PT.11.EA1","1",4876,1458,3418,2625,1167,68.6,NA,NA
"1324","BGM0539","2011","BR.BAG2.PT.11.EA1","2",4916,1457,3459,2626,1169,68.65,NA,NA
"1325","BGM0540","2011","BR.BAG2.PT.11.EA1","1",4616,1686,2930,2760,1074,71.85,NA,NA
"1326","BGM0540","2011","BR.BAG2.PT.11.EA1","2",4708,1681,3027,2821,1140,71.8,NA,NA
"1327","BGM0541","2011","BR.BAG2.PT.11.EA1","1",4246,1403,2843,2377,974,66.95,NA,NA
"1328","BGM0541","2011","BR.BAG2.PT.11.EA1","2",4272,1370,2902,2424,1054,66.95,NA,NA
"1329","BGM0545","2011","BR.BAG2.PT.11.EA1","1",5172,1723,3449,2630,949,69.45,NA,NA
"1330","BGM0545","2011","BR.BAG2.PT.11.EA1","2",5541,1829,3712,2695,866,69.4,NA,NA
"1331","BGM0546","2011","BR.BAG2.PT.11.EA1","1",5121,1973,3148,2879,945,69.55,NA,NA
"1332","BGM0546","2011","BR.BAG2.PT.11.EA1","2",5058,1987,3071,2810,906,68.55,NA,NA
"1333","BGM0548","2011","BR.BAG2.PT.11.EA1","1",4632,1912,2720,3267,1516,71.8,NA,NA
"1334","BGM0548","2011","BR.BAG2.PT.11.EA1","2",4556,1916,2640,3218,1409,70.95,NA,NA
"1335","BGM0549","2011","BR.BAG2.PT.11.EA1","1",4997,2083,2914,3132,1149,71.8,NA,NA
"1336","BGM0549","2011","BR.BAG2.PT.11.EA1","2",4931,2014,2917,3045,1073,71.85,NA,NA
"1337","BGM0551","2011","BR.BAG2.PT.11.EA1","1",5050,1805,3245,2757,1118,69.4,NA,NA
"1338","BGM0551","2011","BR.BAG2.PT.11.EA1","2",5077,1809,3268,2772,1121,69.45,NA,NA
"1339","BGM0552","2011","BR.BAG2.PT.11.EA1","1",4495,1436,3059,2227,791,67.8,NA,NA
"1340","BGM0552","2011","BR.BAG2.PT.11.EA1","2",4454,1440,3014,2188,748,67.8,NA,NA
"1341","BGM0553","2011","BR.BAG2.PT.11.EA1","2",4880,1659,3221,2387,734,70.15,NA,NA
"1342","BGM0556","2011","BR.BAG2.PT.11.EA1","1",4685,1677,3008,2731,1054,71.05,NA,NA
"1343","BGM0556","2011","BR.BAG2.PT.11.EA1","2",4721,1677,3044,2766,1089,71.1,NA,NA
"1344","BGM0557","2011","BR.BAG2.PT.11.EA1","1",3901,1454,2447,2734,1286,70.15,NA,NA
"1345","BGM0557","2011","BR.BAG2.PT.11.EA1","2",4326.5,1672,2654.5,2929,1268,70.925,NA,NA
"1346","BGM0561","2011","BR.BAG2.PT.11.EA1","1",5268,1689.5,3578.5,3080,1407.5,68.575,NA,NA
"1347","BGM0561","2011","BR.BAG2.PT.11.EA1","2",5249,1680,3569,3013,1371.5,68.6,NA,NA
"1348","BGM0562","2011","BR.BAG2.PT.11.EA1","2",4721,1818,2903,2964,1205,70.95,NA,NA
"1349","BGM0563","2011","BR.BAG2.PT.11.EA1","2",4957,1987,2970,2965,1078,71.85,NA,NA
"1350","BGM0565","2011","BR.BAG2.PT.11.EA1","1",4649,1774,2875,2608,857,70.05,NA,NA
"1351","BGM0565","2011","BR.BAG2.PT.11.EA1","2",5998,2021,3977,3020,1074,70.15,NA,NA
"1352","BGM0566","2011","BR.BAG2.PT.11.EA1","2",4667,1934,2733,2969,1131,70.9,NA,NA
"1353","BGM0567","2011","BR.BAG2.PT.11.EA1","1",4063,1499,2564,2735,1236,69.45,NA,NA
"1354","BGM0567","2011","BR.BAG2.PT.11.EA1","2",4099,1404,2695,2727,1323,69.55,NA,NA
"1355","BGM0569","2011","BR.BAG2.PT.11.EA1","1",4652,1799,2853,2923,1198,70.15,NA,NA
"1356","BGM0569","2011","BR.BAG2.PT.11.EA1","2",4336,1792.5,2543.5,2744.5,1023,71.475,NA,NA
"1357","BGM0570","2011","BR.BAG2.PT.11.EA1","2",4831,1723,3108,2847,1159,73.4,NA,NA
"1358","BGM0571","2011","BR.BAG2.PT.11.EA1","2",4761,2108,2653,3337,1294,70.95,NA,NA
"1359","BGM0572","2011","BR.BAG2.PT.11.EA1","1",3746,1569,2177,2411,878,72.7,NA,NA
"1360","BGM0572","2011","BR.BAG2.PT.11.EA1","2",3722,1571,2151,2468,935,72.65,NA,NA
"1361","BGM0573","2011","BR.BAG2.PT.11.EA1","1",5542,2286,3256,3239,1073,69.3,NA,NA
"1362","BGM0573","2011","BR.BAG2.PT.11.EA1","2",5732,2328,3404,3243,1144,69.25,NA,NA
"1363","BGM0574","2011","BR.BAG2.PT.11.EA1","1",4125,1576,2549,2789,1213,69.45,NA,NA
"1364","BGM0574","2011","BR.BAG2.PT.11.EA1","2",4132,1575,2557,2835,1260,68.65,NA,NA
"1365","BGM0575","2011","BR.BAG2.PT.11.EA1","1",5111,1890,3221,3170,1363,69.4,NA,NA
"1366","BGM0575","2011","BR.BAG2.PT.11.EA1","2",4837,1832.5,3004.5,3157.5,1428.5,70.6,NA,NA
"1367","BGM0576","2011","BR.BAG2.PT.11.EA1","1",4635,1718,2917,2511,793,69.55,NA,NA
"1368","BGM0576","2011","BR.BAG2.PT.11.EA1","2",4686,1728,2958,2476,748,69.45,NA,NA
"1369","BGM0579","2011","BR.BAG2.PT.11.EA1","1",4829,1728,3101,3251,1630,68.5,NA,NA
"1370","BGM0579","2011","BR.BAG2.PT.11.EA1","2",4872,1921.5,2950.5,3287.5,1430,69.425,NA,NA
"1371","BGM0580","2011","BR.BAG2.PT.11.EA1","2",4781,1867,2914,2812,1049,71.9,NA,NA
"1372","BGM0581","2011","BR.BAG2.PT.11.EA1","2",4659,1643,3016,2467,834,71.8,NA,NA
"1373","BGM0582","2011","BR.BAG2.PT.11.EA1","2",4865,1651,3214,2666,1015,73.45,NA,NA
"1374","BGM0583","2011","BR.BAG2.PT.11.EA1","1",4926,1451,3475,3220,1789,68.5,NA,NA
"1375","BGM0583","2011","BR.BAG2.PT.11.EA1","2",4070,1462.5,2607.5,2809,1378.5,70.2,NA,NA
"1376","BGM0584","2011","BR.BAG2.PT.11.EA1","2",4853,1811,3042,3018,1421,71.95,NA,NA
"1377","BGM0585","2011","BR.BAG2.PT.11.EA1","1",5301,1897,3404,3176,1306,69.35,NA,NA
"1378","BGM0585","2011","BR.BAG2.PT.11.EA1","2",5290,1963,3327,3125,1271,69.25,NA,NA
"1379","BGM0586","2011","BR.BAG2.PT.11.EA1","2",4548,1879,2669,3114,1275,71.85,NA,NA
"1380","BGM0587","2011","BR.BAG2.PT.11.EA1","1",5310,2028,3282,3281,1406,69.4,NA,NA
"1381","BGM0587","2011","BR.BAG2.PT.11.EA1","2",5197,2019,3178,3226,1275,68.55,NA,NA
"1382","BGM0588","2011","BR.BAG2.PT.11.EA1","2",4907,1883,3024,2804,965,72.65,NA,NA
"1383","BGM0589","2012","BR.BAG1.PT.12.EA1","2",3404,1373,2031,2318,946,71.85,NA,NA
"1384","BGM0590","2012","BR.BAG1.PT.12.EA1","2",4621,1734,2887,2621,1024,71.8,NA,NA
"1385","BGM0591","2012","BR.BAG1.PT.12.EA1","1",5028,2031.5,2996.5,3118.5,1210,69.375,NA,NA
"1386","BGM0591","2012","BR.BAG1.PT.12.EA1","2",5156.5,2043.5,3113,3260.5,1325,69.375,NA,NA
"1387","BGM0592","2012","BR.BAG1.PT.12.EA1","1",4729,1585.5,3143.5,2415,836.5,71.8,NA,NA
"1388","BGM0592","2012","BR.BAG1.PT.12.EA1","2",4759.5,1343.5,3416,1956,612.5,71.025,NA,NA
"1389","BGM0593","2012","BR.BAG1.PT.12.EA1","2",5061,2040,3021,3054,1026,72.7,NA,NA
"1390","BGM0597","2012","BR.BAG1.PT.12.EA1","1",4037,1643,2394,2335,753,74.4,NA,NA
"1391","BGM0597","2012","BR.BAG1.PT.12.EA1","2",4189,1709,2480,2434,725,73.35,NA,NA
"1392","BGM0598","2012","BR.BAG1.PT.12.EA1","1",4449,1501,2948,2433,932,71.1,NA,NA
"1393","BGM0598","2012","BR.BAG1.PT.12.EA1","2",4521,1528,2993,2501,973,70.15,NA,NA
"1394","BGM0600","2012","BR.BAG1.PT.12.EA1","1",5723,1853,3870,3613,1888,67,NA,NA
"1395","BGM0600","2012","BR.BAG1.PT.12.EA1","2",5660,1884,3776,3539,1839,66.2,NA,NA
"1396","BGM0601","2012","BR.BAG1.PT.12.EA1","1",4895,1694,3201,2710,1016,69.5,NA,NA
"1397","BGM0601","2012","BR.BAG1.PT.12.EA1","2",4812,1677,3135,2680,1003,69.45,NA,NA
"1398","BGM0602","2012","BR.BAG1.PT.12.EA1","2",4790,2023,2767,3263,1352,71.9,NA,NA
"1399","BGM0603","2012","BR.BAG1.PT.12.EA1","1",5733,2114,3619,3119,1077,69.3,NA,NA
"1400","BGM0603","2012","BR.BAG1.PT.12.EA1","2",4636.5,1591,3045.5,2427,874,70.175,NA,NA
"1401","BGM0604","2012","BR.BAG1.PT.12.EA1","1",4494,1725,2769,2741,1049,73.45,NA,NA
"1402","BGM0604","2012","BR.BAG1.PT.12.EA1","2",4552,1724,2828,2721,1028,73.4,NA,NA
"1403","BGM0606","2012","BR.BAG1.PT.12.EA1","2",4813,1989,2824,2772,810,70.1,NA,NA
"1404","BGM0608","2012","BR.BAG1.PT.12.EA1","1",4605,1799,2806,2711,923,70.15,NA,NA
"1405","BGM0608","2012","BR.BAG1.PT.12.EA1","2",4609,1821,2788,2672,851,71,NA,NA
"1406","BGM0609","2012","BR.BAG1.PT.12.EA1","1",4896,1725,3171,2707,988,70.2,NA,NA
"1407","BGM0609","2012","BR.BAG1.PT.12.EA1","2",4770,1737,3033,2678,941,71.4,NA,NA
"1408","BGM0610","2012","BR.BAG1.PT.12.EA1","2",4164,1294,2870,1824,568,71.8,NA,NA
"1409","BGM0611","2012","BR.BAG1.PT.12.EA1","1",4189,1494,2695,2339,845,69.5,NA,NA
"1410","BGM0611","2012","BR.BAG1.PT.12.EA1","2",4084,1518,2566,2363,845,69.5,NA,NA
"1411","BGM0615","2012","BR.BAG1.PT.12.EA1","1",4850,1501,3349,2513,1012,71.1,NA,NA
"1412","BGM0615","2012","BR.BAG1.PT.12.EA1","2",4779,1581.5,3197.5,2386,815,70.575,NA,NA
"1413","BGM0618","2012","BR.BAG1.PT.12.EA1","1",3845,1092,2753,1567,483,71.8,NA,NA
"1414","BGM0618","2012","BR.BAG1.PT.12.EA1","2",3955,1149,2806,1650,509,71.1,NA,NA
"1415","BGM0619","2012","BR.BAG1.PT.12.EA1","1",4812,1600,3212,2815,1240,70.2,NA,NA
"1416","BGM0619","2012","BR.BAG1.PT.12.EA1","2",4392.5,1592,2800.5,2495.5,927,71.45,NA,NA
"1417","BGM0620","2012","BR.BAG1.PT.12.EA1","1",4218.333,1594.333,2624,2488.333,917.3333,71.3,NA,NA
"1418","BGM0620","2012","BR.BAG1.PT.12.EA1","2",4215.667,1626.333,2589.333,2527.333,914,71.55,NA,NA
"1419","BGM0621","2012","BR.BAG1.PT.12.EA1","2",5035,2030,3005,3107,1253,71,NA,NA
"1420","BGM0623","2012","BR.BAG1.PT.12.EA1","1",4900,1966,2934,2967,1043,69.35,NA,NA
"1421","BGM0623","2012","BR.BAG1.PT.12.EA1","2",4895,1922,2973,2915,1097,69.4,NA,NA
"1422","BGM0624","2012","BR.BAG1.PT.12.EA1","2",4893,2459,2434,3384,1175,70.05,NA,NA
"1423","BGM0626","2012","BR.BAG1.PT.12.EA1","1",4621,1737,2884,2597,917,72.6,NA,NA
"1424","BGM0626","2012","BR.BAG1.PT.12.EA1","2",4621,1714,2907,2574,945,72.55,NA,NA
"1425","BGM0630","2012","BR.BAG1.PT.12.EA1","1",4617,1756,2861,2575,819,68.65,NA,NA
"1426","BGM0630","2012","BR.BAG1.PT.12.EA1","2",4553,1750,2803,2514,816,68.65,NA,NA
"1427","BGM0631","2012","BR.BAG1.PT.12.EA1","1",5371,1262,4109,2531,1269,69.4,NA,NA
"1428","BGM0631","2012","BR.BAG1.PT.12.EA1","2",5227,1266,3961,2580,1314,69.4,NA,NA
"1429","BGM0633","2012","BR.BAG1.PT.12.EA1","1",5158,1810,3348,2612,829,66.2,NA,NA
"1430","BGM0633","2012","BR.BAG1.PT.12.EA1","2",5156,1825,3331,2625,800,66.15,NA,NA
"1431","BGM0634","2012","BR.BAG1.PT.12.EA1","1",5449,2299,3150,3507,1243,66.95,NA,NA
"1432","BGM0634","2012","BR.BAG1.PT.12.EA1","2",5421,2276,3145,3400,1203,67.1,NA,NA
